row,sampled,bucket,path,kind,literal,context,classification,reason
96,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_decision_evidence.rs,string,"""basket_admission_decision""","const BOLT_V3_BASKET_ADMISSION_DECISION_RECORD_KIND: &str = ""basket_admission_decision"";",decision_evidence_record_kind,"This is the JSONL envelope discriminator for basket-admission decision records and is part of the audit-record contract, not an operator runtime value."
97,yes,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_decision_evidence.rs,string,"""basket_admission_decision""","""basket_admission_decision"" => {",decision_evidence_record_kind_match,"This is the recovery-reader match arm for the basket-admission JSONL envelope discriminator; the record kind is a stable audit schema label, not an operator runtime value."
98,yes,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_decision_evidence.rs,string,"""CARGO_PKG_VERSION""","pub const BOLT_V3_DECISION_EVIDENCE_GATE_VERSION: &str = env!(""CARGO_PKG_VERSION"");",decision_evidence_gate_version_source,"This is the env! macro argument naming the compile-time CARGO_PKG_VERSION captured at build time as the gate-version field on each evidence record. The macro requires a literal string argument; the runtime value comes from Cargo.toml, not from operator config."
99,yes,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_decision_evidence.rs,string,"""admission_decision""","kind: ""admission_decision"",",decision_evidence_envelope_kind,"This is the JSONL envelope discriminator naming the admission-decision payload shape. It is part of the audit-record contract, not an operator runtime value."
100,yes,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_decision_evidence.rs,string,"""bolt_v3.order_intent""","pub const BOLT_V3_ORDER_INTENT_GATE_ID: &str = ""bolt_v3.order_intent"";",decision_evidence_gate_id,"This is the stable gate identifier stamped on each order-intent evidence record so operators can correlate JSONL records back to the recording gate. It is part of the audit-record contract, not an operator runtime value."
101,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_decision_evidence.rs,string,"""bolt_v3.submit_admission""","pub const BOLT_V3_SUBMIT_ADMISSION_GATE_ID: &str = ""bolt_v3.submit_admission"";",decision_evidence_gate_id,"This is the stable gate identifier stamped on each submit-admission evidence record so operators can correlate JSONL records back to the recording gate. It is part of the audit-record contract, not an operator runtime value."
102,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_decision_evidence.rs,string,"""bolt_v3.strategy_input_snapshot""","pub const BOLT_V3_STRATEGY_INPUT_SNAPSHOT_GATE_ID: &str = ""bolt_v3.strategy_input_snapshot"";",decision_evidence_gate_id,"This is the stable gate identifier stamped on each strategy-input snapshot evidence record so operators can correlate JSONL records back to the recording gate. It is part of the audit-record contract, not an operator runtime value."
103,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_decision_evidence.rs,string,"""exit_evaluation""","pub const BOLT_V3_EXIT_EVALUATION_RECORD_KIND: &str = ""exit_evaluation"";",decision_evidence_record_kind,"JSONL envelope discriminator for exit-evaluation records; part of the audit-record contract, not an operator runtime value."
104,no,NO_POLICY_TERM,src/bolt_v3_decision_evidence.rs,string,"""bolt_v3.exit_evaluation""","pub const BOLT_V3_EXIT_EVALUATION_GATE_ID: &str = ""bolt_v3.exit_evaluation"";",decision_evidence_gate_id,stable gate identifier stamped on each exit-evaluation evidence record; part of the audit-record contract.
105,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_decision_evidence.rs,string,"""loss_governor_halt""","pub const BOLT_V3_LOSS_GOVERNOR_HALT_RECORD_KIND: &str = ""loss_governor_halt"";",decision_evidence_record_kind,"JSONL envelope discriminator for loss-governor-halt records; part of the audit-record contract, not an operator runtime value."
106,no,NO_POLICY_TERM,src/bolt_v3_decision_evidence.rs,string,"""bolt_v3.loss_governor_halt""","pub const BOLT_V3_LOSS_GOVERNOR_HALT_GATE_ID: &str = ""bolt_v3.loss_governor_halt"";",decision_evidence_gate_id,stable gate identifier stamped on each loss-governor-halt evidence record; part of the audit-record contract.
107,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_decision_evidence.rs,string,"""order_reject""","pub const BOLT_V3_ORDER_REJECT_RECORD_KIND: &str = ""order_reject"";",decision_evidence_record_kind,"JSONL envelope discriminator for order-reject records; part of the audit-record contract, not an operator runtime value."
108,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_decision_evidence.rs,string,"""bolt_v3.order_reject""","pub const BOLT_V3_ORDER_REJECT_GATE_ID: &str = ""bolt_v3.order_reject"";",decision_evidence_gate_id,stable gate identifier stamped on each order-reject evidence record; part of the audit-record contract.
109,yes,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_decision_evidence.rs,string,"""current""","pub const BOLT_V3_STRATEGY_INPUT_MARKET_SELECTION_OUTCOME_CURRENT: &str = ""current"";",strategy_evidence_market_selection_outcome,This is a stable evidence label for the already-selected current market window in the strategy-input snapshot. It records provenance and does not configure trading behavior.
110,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_decision_evidence.rs,string,"""next""","pub const BOLT_V3_STRATEGY_INPUT_MARKET_SELECTION_OUTCOME_NEXT: &str = ""next"";",strategy_evidence_market_selection_outcome,This is a stable evidence label for the already-selected next market window in the strategy-input snapshot. It records provenance and does not configure trading behavior.
111,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_decision_evidence.rs,string,"""order_intent""","kind: ""order_intent"",",decision_evidence_envelope_kind,"This is the JSONL envelope discriminator naming the order-intent payload shape. It is part of the audit-record contract, not an operator runtime value."
112,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_decision_evidence.rs,string,"""strategy_input_snapshot""","kind: ""strategy_input_snapshot"",",decision_evidence_envelope_kind,"This is the JSONL envelope discriminator naming the strategy-input snapshot payload shape. It is part of the audit-record contract, not an operator runtime value."
113,yes,NO_POLICY_TERM,src/bolt_v3_decision_evidence.rs,string,"b""\n""","line.extend_from_slice(b""\n"");",decision_evidence_jsonl_record_separator,"This is the JSONL line separator for one evidence record per line, not a runtime operator value."
114,yes,NO_POLICY_TERM,src/bolt_v3_instrument_filters.rs,string,"""updown period pair overflows i64 (now_unix_seconds={now_unix_seconds}, cadence_seconds={cadence_seconds})""","""updown period pair overflows i64 (now_unix_seconds={now_unix_seconds}, cadence_seconds={cadence_seconds})""",diagnostic_template,"Mirror of the internal BoltV3InstrumentFilterError::PeriodPairOverflow Display template on the public InstrumentFilterError enum, so operator triage output is preserved across the typed-error conversion. Not an operator runtime value."
115,yes,NO_POLICY_TERM,src/bolt_v3_live_node.rs,number,0,(value != 0).then_some(value as f64),toml_zero_as_none_encoding,Schema documents zero as the TOML encoding for NT None on selected optional second-based fields.
116,no,NO_POLICY_TERM,src/bolt_v3_live_node.rs,number,0,(value != 0).then_some(value),toml_zero_as_none_encoding,Schema documents zero as the TOML encoding for NT None on selected optional u32 fields.
117,yes,NO_POLICY_TERM,src/bolt_v3_live_node.rs,string,""", ""","client_venues.join("", "")",diagnostic_separator,This joins configured client venues for a fail-closed setup diagnostic; the venue values themselves come from TOML config.
118,no,NO_POLICY_TERM,src/bolt_v3_live_node.rs,string,""", ""","missing_clients.join("", "")",diagnostic_separator,This separator joins configured client identifiers in a fail-closed setup diagnostic; the client values themselves come from TOML.
119,yes,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_live_node.rs,string,"""strategy references unconfigured client(s): {}""","""strategy references unconfigured client(s): {}"",",live_node_fail_closed_diagnostic_template,This is fail-closed diagnostic text for a strategy referencing client ids absent from the loaded TOML; it does not configure runtime behavior.
120,yes,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_live_node.rs,string,"""nt_open_order_cache""","evidence_label: ""nt_open_order_cache"".to_string(),",capital_admission_evidence_source_label,This labels open-order reservation evidence rebuilt from NT cache state; the open orders and account facts come from NT.
121,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_market_families/mod.rs,string,"""strategy `{}`""","""strategy `{}`"",",diagnostic_template,This is the operator-diagnostic context label emitted by the per-strategy instrument-filter dispatcher when a strategy's rotating_market_family is not registered. It identifies which strategy produced the UnsupportedFamily error and is not an operator-tunable runtime value.
122,yes,NO_POLICY_TERM,src/bolt_v3_market_families/mod.rs,string,"""configured_target_id""","const SELECTED_MARKET_CONFIGURED_TARGET_ID_FIELD: &str = ""configured_target_id"";",selected_market_requirement_schema_field,This is a canonical selected-market requirement identity field name. Its value is populated from TOML target identity before hashing.
123,no,NO_POLICY_TERM,src/bolt_v3_market_families/mod.rs,string,"""family_key""","const SELECTED_MARKET_FAMILY_KEY_FIELD: &str = ""family_key"";",selected_market_requirement_schema_field,This is a canonical selected-market requirement identity field name. Its value comes from the market-family binding.
124,no,NO_POLICY_TERM,src/bolt_v3_market_families/mod.rs,string,"""instrument_ids""","const SELECTED_MARKET_INSTRUMENT_IDS_FIELD: &str = ""instrument_ids"";",selected_market_requirement_schema_field,This is a canonical selected-market requirement identity field name. Its values come from the selected market's NT instrument identifiers.
125,no,NO_POLICY_TERM,src/bolt_v3_market_families/mod.rs,string,"""market_class""","const SELECTED_MARKET_MARKET_CLASS_FIELD: &str = ""market_class"";",selected_market_requirement_schema_field,This is a canonical selected-market requirement identity field name. Its value is supplied by the market-family mapping contract.
126,no,NO_POLICY_TERM,src/bolt_v3_market_families/mod.rs,string,"""market_id""","const SELECTED_MARKET_MARKET_ID_FIELD: &str = ""market_id"";",selected_market_requirement_schema_field,This is a canonical selected-market requirement identity field name. Its value comes from selected-market metadata.
127,yes,NO_POLICY_TERM,src/bolt_v3_market_families/mod.rs,string,"""metadata_provenance key""","const SELECTED_MARKET_METADATA_PROVENANCE_KEY_FIELD: &str = ""metadata_provenance key"";",selected_market_requirement_validation_field,This labels metadata-provenance object keys in fail-closed validation diagnostics; it is not an operator runtime value.
128,no,NO_POLICY_TERM,src/bolt_v3_market_families/mod.rs,string,"""metadata_provenance""","const SELECTED_MARKET_METADATA_PROVENANCE_FIELD: &str = ""metadata_provenance"";",selected_market_requirement_schema_field,This labels the canonical metadata-provenance hash input object for selected-market identity construction.
129,no,NO_POLICY_TERM,src/bolt_v3_market_families/mod.rs,string,"""metadata_provenance_sha256""","const SELECTED_MARKET_METADATA_PROVENANCE_SHA256_FIELD: &str = ""metadata_provenance_sha256"";",selected_market_requirement_schema_field,This is a canonical selected-market requirement identity field name. The hash value is computed from selected-market metadata provenance.
130,no,NO_POLICY_TERM,src/bolt_v3_market_families/mod.rs,string,"""resolution_identity""","const SELECTED_MARKET_RESOLUTION_IDENTITY_FIELD: &str = ""resolution_identity"";",selected_market_requirement_schema_field,This is a canonical selected-market requirement identity field name. The value is resolved from selected-market metadata or TOML gate mapping.
131,no,NO_POLICY_TERM,src/bolt_v3_market_families/mod.rs,string,"""resolution_kind""","const SELECTED_MARKET_RESOLUTION_KIND_FIELD: &str = ""resolution_kind"";",selected_market_requirement_schema_field,This is a canonical selected-market requirement identity field name. The value is resolved from the configured gate mapping contract.
132,no,NO_POLICY_TERM,src/bolt_v3_market_families/mod.rs,string,"""value_kind""","const SELECTED_MARKET_VALUE_KIND_FIELD: &str = ""value_kind"";",selected_market_requirement_schema_field,This is a canonical selected-market requirement identity field name. The value is resolved from the configured gate mapping contract.
133,no,NO_POLICY_TERM,src/bolt_v3_market_families/mod.rs,string,"""venue""","const SELECTED_MARKET_VENUE_FIELD: &str = ""venue"";",selected_market_requirement_schema_field,This is a canonical selected-market requirement identity field name. The value comes from the selected market's NT instrument venue.
134,yes,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_market_families/updown.rs,number,2,const REQUIRED_UPDOWN_OUTCOME_INSTRUMENT_COUNT: usize = 2;,updown_binary_option_outcome_count,This is the market-complete outcome count for binary-option updown selected-market identity: one up outcome and one down outcome.
135,yes,NO_POLICY_TERM,src/bolt_v3_market_families/updown.rs,number,32,} else if cadence_slug_token.chars().count() > 32 {,market_identity_shape_bound,This is the accepted updown cadence_slug_token identifier length bound; the token value itself is TOML-owned.
136,yes,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_market_families/updown.rs,number,60,} else if cadence_secs % 60 != 0 {,runtime_contract_cadence_alignment,The updown cadence validator requires minute-aligned periods; the market slug token paired with the cadence is TOML-owned.
137,yes,NO_POLICY_TERM,src/bolt_v3_market_families/updown.rs,number,60,"(60, ""1m""),",runtime_contract_cadence_slug_mapping,This is the documented updown runtime-contract mapping from cadence seconds to Polymarket slug token; TOML must match it exactly.
138,no,NO_POLICY_TERM,src/bolt_v3_market_families/updown.rs,string,"""1m""","(60, ""1m""),",runtime_contract_cadence_slug_mapping,This is the documented updown runtime-contract mapping from cadence seconds to Polymarket slug token; TOML must match it exactly.
139,no,NO_POLICY_TERM,src/bolt_v3_market_families/updown.rs,number,300,"(300, ""5m""),",runtime_contract_cadence_slug_mapping,This is the documented updown runtime-contract mapping from cadence seconds to Polymarket slug token; TOML must match it exactly.
140,no,NO_POLICY_TERM,src/bolt_v3_market_families/updown.rs,string,"""5m""","(300, ""5m""),",runtime_contract_cadence_slug_mapping,This is the documented updown runtime-contract mapping from cadence seconds to Polymarket slug token; TOML must match it exactly.
141,no,NO_POLICY_TERM,src/bolt_v3_market_families/updown.rs,number,900,"(900, ""15m""),",runtime_contract_cadence_slug_mapping,This is the documented updown runtime-contract mapping from cadence seconds to Polymarket slug token; TOML must match it exactly.
